,gameId,blueWins,wardsPlaced,wardsDestroyed,kills,deaths,assists,eliteMonsters,dragonsTaken,heraldsTaken,towersLost,totalGold,avgLevel,totalExperience,totalMinionsKilled,totalJungleMinionsKilled,goldDiff,experienceDiff,csPerMin,goldPerMin,losingTeamWardsPlaced,losingTeamWardsDestroyed,losingTeamFirstBlood,redKills,redDeaths,losingTeamAssits,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,losingTeamTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,losingTeamGoldPerMin,blueKills,blueDeaths,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,redFirstBlood,teamWon
7377,4514409289,1,12,8,8,7,7,1,1,0,0,16840,7.2,19004,193,51,-144,-157,19.3,1684.0,42,3,0.0,7.0,8.0,7,0.0,0.0,0.0,0.0,16984.0,7.2,19161.0,218.0,56,144.0,157.0,21.8,1698.4,,,,,,,,,,,,,,,blue
7381,4526407759,1,18,4,8,6,6,1,1,0,0,16166,6.8,17100,188,49,-209,-353,18.8,1616.6,16,3,0.0,6.0,8.0,9,0.0,0.0,0.0,0.0,16375.0,7.0,17453.0,215.0,59,209.0,353.0,21.5,1637.5,,,,,,,,,,,,,,,blue
7383,4463038794,1,17,0,4,6,4,1,1,0,0,15613,7.0,17643,229,56,-716,637,22.9,1561.3,15,3,1.0,6.0,4.0,3,0.0,0.0,0.0,0.0,16329.0,6.8,17006.0,213.0,45,716.0,-637.0,21.3,1632.9,,,,,,,,,,,,,,,blue
7391,4503336333,1,16,2,9,10,9,0,0,0,0,17776,6.8,17464,211,33,90,-540,21.1,1777.6,15,2,1.0,10.0,9.0,10,0.0,0.0,0.0,0.0,17686.0,6.8,18004.0,203.0,44,-90.0,540.0,20.3,1768.6,,,,,,,,,,,,,,,blue
7392,4455725708,1,13,2,12,10,10,1,1,0,0,18913,7.2,19076,183,55,1051,12,18.3,1891.3,13,0,0.0,10.0,12.0,7,0.0,0.0,0.0,0.0,17862.0,7.2,19064.0,209.0,40,-1051.0,-12.0,20.9,1786.2,,,,,,,,,,,,,,,blue
7393,4505863838,1,14,4,11,3,12,1,1,0,0,17317,7.0,18842,226,40,2022,970,22.6,1731.7,122,2,0.0,3.0,11.0,2,0.0,0.0,0.0,0.0,15295.0,6.8,17872.0,242.0,50,-2022.0,-970.0,24.2,1529.5,,,,,,,,,,,,,,,blue
7395,4526740074,1,15,1,7,1,6,1,1,0,0,16474,7.0,18843,225,52,2402,2440,22.5,1647.4,10,0,0.0,1.0,7.0,1,0.0,0.0,0.0,0.0,14072.0,6.4,16403.0,206.0,54,-2402.0,-2440.0,20.6,1407.2,,,,,,,,,,,,,,,blue
7396,4477391796,1,17,0,10,11,7,0,0,0,0,16915,7.0,19035,214,38,-1716,-1094,21.4,1691.5,10,2,1.0,11.0,10.0,11,2.0,1.0,1.0,0.0,18631.0,7.6,20129.0,238.0,60,1716.0,1094.0,23.8,1863.1,,,,,,,,,,,,,,,blue
7398,4472715891,1,14,1,13,7,11,0,0,0,0,19253,7.2,19378,212,48,3044,1261,21.2,1925.3,11,0,1.0,7.0,13.0,5,1.0,1.0,0.0,0.0,16209.0,7.2,18117.0,212.0,55,-3044.0,-1261.0,21.2,1620.9,,,,,,,,,,,,,,,blue
7400,4479699152,1,14,2,9,8,8,0,0,0,0,17642,7.2,18820,227,53,1794,2548,22.7,1764.2,16,2,1.0,8.0,9.0,3,0.0,0.0,0.0,0.0,15848.0,6.4,16272.0,179.0,48,-1794.0,-2548.0,17.9,1584.8,,,,,,,,,,,,,,,blue
7402,4465840053,1,17,1,10,10,3,0,0,0,0,16993,7.2,19167,195,61,-1019,699,19.5,1699.3,29,5,1.0,10.0,10.0,10,0.0,0.0,0.0,0.0,18012.0,7.2,18468.0,202.0,38,1019.0,-699.0,20.2,1801.2,,,,,,,,,,,,,,,blue
7404,4442569713,1,16,4,10,5,8,1,1,0,0,18633,6.8,18488,231,44,4235,3554,23.1,1863.3,15,3,0.0,5.0,10.0,4,0.0,0.0,0.0,0.0,14398.0,6.2,14934.0,164.0,48,-4235.0,-3554.0,16.4,1439.8,,,,,,,,,,,,,,,blue
7405,4522528585,1,14,3,8,8,5,1,1,0,0,17421,7.4,19535,244,49,-108,1254,24.4,1742.1,14,2,1.0,8.0,8.0,9,0.0,0.0,0.0,0.0,17529.0,7.0,18281.0,212.0,58,108.0,-1254.0,21.2,1752.9,,,,,,,,,,,,,,,blue
7408,4526865025,1,16,5,8,5,7,1,1,0,0,16770,7.4,19515,212,52,402,1641,21.2,1677.0,18,5,1.0,5.0,8.0,6,0.0,0.0,0.0,0.0,16368.0,6.8,17874.0,222.0,52,-402.0,-1641.0,22.2,1636.8,,,,,,,,,,,,,,,blue
7413,4412978193,1,15,0,10,7,11,2,1,1,0,16743,6.6,17531,189,44,52,221,18.9,1674.3,14,2,0.0,7.0,10.0,5,0.0,0.0,0.0,0.0,16691.0,6.8,17310.0,208.0,38,-52.0,-221.0,20.8,1669.1,,,,,,,,,,,,,,,blue
7414,4521984246,1,14,3,5,6,5,1,1,0,0,16331,7.0,17720,231,44,-377,-1234,23.1,1633.1,21,5,0.0,6.0,5.0,7,0.0,0.0,0.0,0.0,16708.0,7.2,18954.0,229.0,56,377.0,1234.0,22.9,1670.8,,,,,,,,,,,,,,,blue
7416,4459832099,1,18,1,9,3,6,2,1,1,0,19155,7.6,20750,251,88,4526,2759,25.1,1915.5,14,4,0.0,3.0,9.0,3,0.0,0.0,0.0,0.0,14629.0,7.0,17991.0,192.0,48,-4526.0,-2759.0,19.2,1462.9,,,,,,,,,,,,,,,blue
7417,4525993420,1,26,1,6,6,7,1,0,1,1,17312,6.6,16818,209,50,1139,-885,20.9,1731.2,17,2,0.0,6.0,6.0,8,1.0,1.0,0.0,0.0,16173.0,6.8,17703.0,208.0,52,-1139.0,885.0,20.8,1617.3,,,,,,,,,,,,,,,blue
7418,4495070442,1,17,2,7,3,8,0,0,0,0,16990,6.8,17608,187,60,2565,1235,18.7,1699.0,14,4,0.0,3.0,7.0,2,0.0,0.0,0.0,0.0,14425.0,6.4,16373.0,212.0,41,-2565.0,-1235.0,21.2,1442.5,,,,,,,,,,,,,,,blue
7419,4526731999,1,22,9,12,7,14,1,1,0,0,17785,7.0,17490,183,28,376,-470,18.3,1778.5,139,1,1.0,7.0,12.0,7,0.0,0.0,0.0,0.0,17409.0,6.8,17960.0,207.0,48,-376.0,470.0,20.7,1740.9,,,,,,,,,,,,,,,blue
7421,4508411289,1,14,3,4,4,4,1,1,0,0,17055,7.2,19132,228,80,1400,488,22.8,1705.5,14,3,1.0,4.0,4.0,3,0.0,0.0,0.0,0.0,15655.0,7.2,18644.0,235.0,47,-1400.0,-488.0,23.5,1565.5,,,,,,,,,,,,,,,blue
7423,4488944562,1,18,5,4,5,7,0,0,0,0,15340,6.6,16902,213,43,-885,-1554,21.3,1534.0,18,7,0.0,5.0,4.0,5,2.0,1.0,1.0,0.0,16225.0,7.2,18456.0,240.0,60,885.0,1554.0,24.0,1622.5,,,,,,,,,,,,,,,blue
7425,4484788416,1,39,2,7,7,9,0,0,0,0,16391,7.0,17955,209,39,129,230,20.9,1639.1,35,2,1.0,7.0,7.0,5,1.0,1.0,0.0,0.0,16262.0,6.6,17725.0,199.0,63,-129.0,-230.0,19.9,1626.2,,,,,,,,,,,,,,,blue
7426,4504901140,1,13,5,12,8,15,1,1,0,0,19362,7.2,18101,221,36,870,130,22.1,1936.2,38,2,1.0,8.0,12.0,8,1.0,0.0,1.0,1.0,18492.0,7.0,17971.0,216.0,36,-870.0,-130.0,21.6,1849.2,,,,,,,,,,,,,,,blue
7428,4483434284,1,12,2,12,9,9,1,1,0,0,17905,7.2,18292,195,39,482,466,19.5,1790.5,91,2,1.0,9.0,12.0,10,0.0,0.0,0.0,0.0,17423.0,7.0,17826.0,159.0,68,-482.0,-466.0,15.9,1742.3,,,,,,,,,,,,,,,blue
7429,4519166800,1,17,4,7,4,6,1,1,0,0,17329,7.4,19569,239,54,1257,1123,23.9,1732.9,14,2,1.0,4.0,7.0,3,0.0,0.0,0.0,0.0,16072.0,7.2,18446.0,242.0,57,-1257.0,-1123.0,24.2,1607.2,,,,,,,,,,,,,,,blue
7433,4527040336,1,16,6,5,4,5,0,0,0,0,15452,6.6,16236,195,35,926,-849,19.5,1545.2,17,2,0.0,4.0,5.0,4,1.0,1.0,0.0,0.0,14526.0,6.8,17085.0,186.0,44,-926.0,849.0,18.6,1452.6,,,,,,,,,,,,,,,blue
7435,4468624067,1,18,3,5,1,5,0,0,0,0,15735,7.0,17967,219,48,1558,1567,21.9,1573.5,17,5,0.0,1.0,5.0,1,1.0,0.0,1.0,0.0,14177.0,6.6,16400.0,202.0,63,-1558.0,-1567.0,20.2,1417.7,,,,,,,,,,,,,,,blue
7436,4511150138,1,40,5,3,4,3,1,1,0,0,15458,7.2,19132,219,64,98,984,21.9,1545.8,16,3,1.0,4.0,3.0,2,0.0,0.0,0.0,0.0,15360.0,7.0,18148.0,240.0,48,-98.0,-984.0,24.0,1536.0,,,,,,,,,,,,,,,blue
7439,4489981636,1,18,3,5,7,6,0,0,0,0,16150,6.8,16981,207,55,-1166,-988,20.7,1615.0,17,5,1.0,7.0,5.0,12,1.0,1.0,0.0,0.0,17316.0,7.0,17969.0,218.0,60,1166.0,988.0,21.8,1731.6,,,,,,,,,,,,,,,blue
7440,4527427825,1,10,9,9,9,6,2,1,1,0,17913,6.8,18248,217,37,785,1373,21.7,1791.3,40,3,1.0,9.0,9.0,15,0.0,0.0,0.0,0.0,17128.0,6.8,16875.0,191.0,40,-785.0,-1373.0,19.1,1712.8,,,,,,,,,,,,,,,blue
7442,4495903813,1,12,2,6,2,9,1,1,0,0,16405,7.2,18231,233,47,1410,1243,23.3,1640.5,12,2,1.0,2.0,6.0,3,0.0,0.0,0.0,0.0,14995.0,6.6,16988.0,235.0,52,-1410.0,-1243.0,23.5,1499.5,,,,,,,,,,,,,,,blue
7443,4463067805,1,16,2,6,5,3,1,1,0,0,16912,7.0,19261,253,60,750,1293,25.3,1691.2,17,3,1.0,5.0,6.0,3,0.0,0.0,0.0,0.0,16162.0,7.0,17968.0,233.0,40,-750.0,-1293.0,23.3,1616.2,,,,,,,,,,,,,,,blue
7444,4462000850,1,24,0,5,2,5,1,1,0,0,17092,7.2,19011,242,63,2788,1325,24.2,1709.2,17,2,0.0,2.0,5.0,2,0.0,0.0,0.0,0.0,14304.0,6.8,17686.0,215.0,44,-2788.0,-1325.0,21.5,1430.4,,,,,,,,,,,,,,,blue
7445,4492832056,1,15,2,6,5,5,1,1,0,0,17056,7.2,18811,234,48,739,711,23.4,1705.6,14,0,0.0,5.0,6.0,6,0.0,0.0,0.0,0.0,16317.0,6.8,18100.0,231.0,53,-739.0,-711.0,23.1,1631.7,,,,,,,,,,,,,,,blue
7446,4513844046,1,133,5,4,5,2,0,0,0,0,15039,6.8,17278,221,52,-960,-1743,22.1,1503.9,15,3,1.0,5.0,4.0,2,1.0,1.0,0.0,0.0,15999.0,7.0,19021.0,232.0,60,960.0,1743.0,23.2,1599.9,,,,,,,,,,,,,,,blue
7447,4477407120,1,10,1,10,5,8,0,0,0,0,17465,6.8,17968,218,51,1428,463,21.8,1746.5,42,3,0.0,5.0,10.0,9,1.0,1.0,0.0,0.0,16037.0,6.8,17505.0,222.0,40,-1428.0,-463.0,22.2,1603.7,,,,,,,,,,,,,,,blue
7448,4484045621,1,40,1,10,7,16,2,1,1,0,18989,7.2,19584,201,67,2545,1695,20.1,1898.9,40,3,0.0,7.0,10.0,11,0.0,0.0,0.0,0.0,16444.0,7.0,17889.0,212.0,38,-2545.0,-1695.0,21.2,1644.4,,,,,,,,,,,,,,,blue
7450,4525779442,1,16,3,3,6,4,1,1,0,0,15208,6.8,17411,224,47,-1318,406,22.4,1520.8,18,1,1.0,6.0,3.0,12,1.0,0.0,1.0,0.0,16526.0,7.0,17005.0,211.0,47,1318.0,-406.0,21.1,1652.6,,,,,,,,,,,,,,,blue
7455,4497704200,1,15,4,7,3,8,0,0,0,0,17602,6.8,18119,254,52,2956,2140,25.4,1760.2,20,2,0.0,3.0,7.0,4,0.0,0.0,0.0,0.0,14646.0,6.4,15979.0,205.0,50,-2956.0,-2140.0,20.5,1464.6,,,,,,,,,,,,,,,blue
7459,4508863080,1,16,6,3,5,3,1,1,0,0,16040,7.0,18690,248,72,-877,-813,24.8,1604.0,14,2,1.0,5.0,3.0,6,0.0,0.0,0.0,0.0,16917.0,7.2,19503.0,264.0,52,877.0,813.0,26.4,1691.7,,,,,,,,,,,,,,,blue
7460,4526872283,1,39,2,4,0,6,1,1,0,0,15388,6.8,17788,220,52,365,-719,22.0,1538.8,18,1,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,15023.0,6.8,18507.0,252.0,76,-365.0,719.0,25.2,1502.3,,,,,,,,,,,,,,,blue
7462,4494877366,1,90,1,6,7,6,1,1,0,0,17242,7.0,18478,230,75,1291,2116,23.0,1724.2,18,3,1.0,7.0,6.0,8,0.0,0.0,0.0,0.0,15951.0,6.6,16362.0,171.0,27,-1291.0,-2116.0,17.1,1595.1,,,,,,,,,,,,,,,blue
7463,4503020882,1,14,4,7,5,11,1,1,0,0,17650,7.0,18670,243,67,2518,2382,24.3,1765.0,14,2,0.0,5.0,7.0,8,0.0,0.0,0.0,0.0,15132.0,6.6,16288.0,196.0,32,-2518.0,-2382.0,19.6,1513.2,,,,,,,,,,,,,,,blue
7467,4508974549,1,16,7,6,7,4,1,0,1,0,16823,7.0,18727,213,52,151,806,21.3,1682.3,19,6,1.0,7.0,6.0,8,1.0,1.0,0.0,0.0,16672.0,6.8,17921.0,226.0,48,-151.0,-806.0,22.6,1667.2,,,,,,,,,,,,,,,blue
7468,4522675513,1,19,6,4,3,2,1,1,0,0,15834,7.0,19029,258,48,782,1642,25.8,1583.4,19,5,0.0,3.0,4.0,3,0.0,0.0,0.0,0.0,15052.0,6.6,17387.0,238.0,40,-782.0,-1642.0,23.8,1505.2,,,,,,,,,,,,,,,blue
7472,4523322738,1,17,3,8,8,8,1,0,1,0,17022,7.0,19318,237,50,-900,1475,23.7,1702.2,16,2,0.0,8.0,8.0,12,1.0,1.0,0.0,0.0,17922.0,7.0,17843.0,203.0,45,900.0,-1475.0,20.3,1792.2,,,,,,,,,,,,,,,blue
7475,4526649785,1,14,1,7,6,7,1,1,0,0,16553,7.2,19304,205,56,1216,2889,20.5,1655.3,11,2,1.0,6.0,7.0,7,0.0,0.0,0.0,0.0,15337.0,6.6,16415.0,173.0,44,-1216.0,-2889.0,17.3,1533.7,,,,,,,,,,,,,,,blue
7480,4524654219,1,19,2,10,5,12,1,1,0,0,17834,7.2,19107,208,38,1260,1141,20.8,1783.4,15,1,1.0,5.0,10.0,4,0.0,0.0,0.0,0.0,16574.0,7.0,17966.0,226.0,50,-1260.0,-1141.0,22.6,1657.4,,,,,,,,,,,,,,,blue
7481,4478422383,1,17,0,8,7,8,1,1,0,0,17200,6.6,17501,226,36,528,-805,22.6,1720.0,13,1,0.0,7.0,8.0,7,0.0,0.0,0.0,0.0,16672.0,7.2,18306.0,199.0,69,-528.0,805.0,19.9,1667.2,,,,,,,,,,,,,,,blue
7482,4463251548,1,14,7,9,9,13,2,1,1,0,17125,6.8,16776,191,52,-206,-363,19.1,1712.5,17,1,0.0,9.0,9.0,7,0.0,0.0,0.0,0.0,17331.0,6.6,17139.0,204.0,48,206.0,363.0,20.4,1733.1,,,,,,,,,,,,,,,blue
7483,4493965558,1,77,4,7,7,9,1,1,0,0,16937,7.0,18017,214,49,375,-566,21.4,1693.7,17,2,1.0,7.0,7.0,7,0.0,0.0,0.0,0.0,16562.0,7.0,18583.0,194.0,49,-375.0,566.0,19.4,1656.2,,,,,,,,,,,,,,,blue
7484,4508204342,1,14,2,4,4,4,2,1,1,0,15802,7.0,17365,237,48,306,-936,23.7,1580.2,17,2,0.0,4.0,4.0,5,0.0,0.0,0.0,0.0,15496.0,7.0,18301.0,209.0,69,-306.0,936.0,20.9,1549.6,,,,,,,,,,,,,,,blue
7485,4473029808,1,47,4,12,2,18,0,0,0,0,19336,7.4,19593,221,59,4680,2780,22.1,1933.6,14,2,1.0,2.0,12.0,2,0.0,0.0,0.0,0.0,14656.0,6.8,16813.0,214.0,60,-4680.0,-2780.0,21.4,1465.6,,,,,,,,,,,,,,,blue
7486,4513993269,1,19,5,8,3,11,1,1,0,1,18524,7.0,18193,241,44,2702,1047,24.1,1852.4,18,3,0.0,3.0,8.0,5,0.0,0.0,0.0,0.0,15822.0,6.8,17146.0,228.0,54,-2702.0,-1047.0,22.8,1582.2,,,,,,,,,,,,,,,blue
7488,4526047825,1,68,4,8,6,10,1,1,0,0,16912,6.8,17195,205,52,1051,797,20.5,1691.2,17,0,0.0,6.0,8.0,8,0.0,0.0,0.0,0.0,15861.0,6.6,16398.0,212.0,36,-1051.0,-797.0,21.2,1586.1,,,,,,,,,,,,,,,blue
7489,4494953738,1,19,8,2,4,2,0,0,0,0,14843,7.0,18146,236,43,-620,-147,23.6,1484.3,22,3,1.0,4.0,2.0,5,0.0,0.0,0.0,0.0,15463.0,7.0,18293.0,236.0,50,620.0,147.0,23.6,1546.3,,,,,,,,,,,,,,,blue
7491,4521862362,1,15,4,9,11,4,0,0,0,0,17525,7.0,16972,202,48,-437,-1284,20.2,1752.5,29,3,1.0,11.0,9.0,12,1.0,1.0,0.0,0.0,17962.0,6.8,18256.0,190.0,44,437.0,1284.0,19.0,1796.2,,,,,,,,,,,,,,,blue
7495,4494170863,1,17,1,3,5,1,1,1,0,0,14900,6.8,18274,211,68,-2631,-1358,21.1,1490.0,16,3,1.0,5.0,3.0,11,0.0,0.0,0.0,0.0,17531.0,7.4,19632.0,221.0,78,2631.0,1358.0,22.1,1753.1,,,,,,,,,,,,,,,blue
7496,4474350630,1,15,2,8,5,5,2,1,1,0,17639,7.2,19606,228,60,1899,2690,22.8,1763.9,14,0,0.0,5.0,8.0,9,0.0,0.0,0.0,0.0,15740.0,6.8,16916.0,208.0,48,-1899.0,-2690.0,20.8,1574.0,,,,,,,,,,,,,,,blue
7497,4464507584,1,12,2,3,7,3,1,1,0,0,14958,6.6,16560,239,56,-2607,-2125,23.9,1495.8,19,2,0.0,7.0,3.0,8,0.0,0.0,0.0,0.0,17565.0,7.0,18685.0,253.0,56,2607.0,2125.0,25.3,1756.5,,,,,,,,,,,,,,,blue
7503,4518754842,1,38,4,8,3,6,2,1,1,0,17848,7.4,19823,253,56,2450,2233,25.3,1784.8,12,3,0.0,3.0,8.0,3,0.0,0.0,0.0,0.0,15398.0,7.0,17590.0,227.0,52,-2450.0,-2233.0,22.7,1539.8,,,,,,,,,,,,,,,blue
7504,4494990363,1,19,3,12,6,16,2,1,1,0,18021,7.2,18556,202,37,1373,1766,20.2,1802.1,16,5,0.0,6.0,12.0,10,0.0,0.0,0.0,0.0,16648.0,6.4,16790.0,200.0,43,-1373.0,-1766.0,20.0,1664.8,,,,,,,,,,,,,,,blue
7505,4524003545,1,14,1,4,4,5,2,1,1,0,16370,7.0,18289,257,48,1504,2057,25.7,1637.0,8,1,0.0,4.0,4.0,6,0.0,0.0,0.0,0.0,14866.0,6.8,16232.0,191.0,52,-1504.0,-2057.0,19.1,1486.6,,,,,,,,,,,,,,,blue
7506,4458488872,1,15,0,8,6,11,1,1,0,0,16091,6.8,16748,200,44,-765,-492,20.0,1609.1,35,2,0.0,6.0,8.0,11,0.0,0.0,0.0,0.0,16856.0,7.0,17240.0,185.0,44,765.0,492.0,18.5,1685.6,,,,,,,,,,,,,,,blue
7508,4526343162,1,14,3,7,3,9,0,0,0,0,16817,6.8,17790,228,54,2283,830,22.8,1681.7,15,2,0.0,3.0,7.0,6,1.0,1.0,0.0,0.0,14534.0,6.8,16960.0,202.0,53,-2283.0,-830.0,20.2,1453.4,,,,,,,,,,,,,,,blue
7509,4477278221,1,19,5,8,6,7,1,0,1,1,18203,6.8,17893,248,32,2297,392,24.8,1820.3,16,4,0.0,6.0,8.0,6,1.0,1.0,0.0,0.0,15906.0,6.8,17501.0,193.0,52,-2297.0,-392.0,19.3,1590.6,,,,,,,,,,,,,,,blue
7510,4486544471,1,12,2,10,9,10,0,0,0,0,17706,6.8,17870,212,48,578,144,21.2,1770.6,11,1,1.0,9.0,10.0,6,0.0,0.0,0.0,0.0,17128.0,7.0,17726.0,204.0,38,-578.0,-144.0,20.4,1712.8,,,,,,,,,,,,,,,blue
7511,4520749944,1,13,2,10,4,6,1,1,0,0,16668,7.0,18055,192,43,1794,2647,19.2,1666.8,22,3,1.0,4.0,10.0,3,0.0,0.0,0.0,0.0,14874.0,6.4,15408.0,203.0,40,-1794.0,-2647.0,20.3,1487.4,,,,,,,,,,,,,,,blue
7513,4455569547,1,11,1,9,7,10,0,0,0,0,17479,6.8,17898,209,52,1269,-422,20.9,1747.9,15,0,0.0,7.0,9.0,8,1.0,1.0,0.0,0.0,16210.0,6.8,18320.0,207.0,56,-1269.0,422.0,20.7,1621.0,,,,,,,,,,,,,,,blue
7518,4477722184,1,19,5,2,4,2,0,0,0,0,14124,6.4,15978,229,32,-1155,-638,22.9,1412.4,18,2,0.0,4.0,2.0,7,0.0,0.0,0.0,0.0,15279.0,6.6,16616.0,215.0,42,1155.0,638.0,21.5,1527.9,,,,,,,,,,,,,,,blue
7524,4459773045,1,22,5,11,7,14,1,1,0,1,19465,7.0,17819,214,52,4013,2137,21.4,1946.5,14,1,0.0,7.0,11.0,8,0.0,0.0,0.0,0.0,15452.0,6.4,15682.0,182.0,29,-4013.0,-2137.0,18.2,1545.2,,,,,,,,,,,,,,,blue
7526,4449152051,1,20,2,14,3,16,1,0,1,0,19483,7.2,19290,227,34,5019,3765,22.7,1948.3,16,2,1.0,3.0,14.0,1,0.0,0.0,0.0,0.0,14464.0,6.4,15525.0,203.0,52,-5019.0,-3765.0,20.3,1446.4,,,,,,,,,,,,,,,blue
7535,4459294938,1,14,4,7,2,6,0,0,0,0,16977,7.2,19637,209,64,1926,3774,20.9,1697.7,14,1,1.0,2.0,7.0,3,1.0,1.0,0.0,0.0,15051.0,6.4,15863.0,235.0,56,-1926.0,-3774.0,23.5,1505.1,,,,,,,,,,,,,,,blue
7537,4508177030,1,42,2,4,6,2,1,1,0,0,15272,7.0,18442,205,47,-716,573,20.5,1527.2,145,3,1.0,6.0,4.0,5,0.0,0.0,0.0,0.0,15988.0,6.8,17869.0,207.0,50,716.0,-573.0,20.7,1598.8,,,,,,,,,,,,,,,blue
7541,4486503067,1,17,2,6,5,9,0,0,0,0,17812,7.2,19411,263,69,2303,2950,26.3,1781.2,16,2,0.0,5.0,6.0,9,1.0,1.0,0.0,0.0,15509.0,6.6,16461.0,191.0,46,-2303.0,-2950.0,19.1,1550.9,,,,,,,,,,,,,,,blue
7543,4477843877,1,16,5,4,4,8,1,1,0,0,16667,7.2,18290,239,60,1692,373,23.9,1666.7,15,5,0.0,4.0,4.0,3,1.0,0.0,1.0,0.0,14975.0,6.8,17917.0,209.0,44,-1692.0,-373.0,20.9,1497.5,,,,,,,,,,,,,,,blue
7547,4486105297,1,18,2,7,10,9,0,0,0,0,16154,6.6,16080,199,41,-2005,-1736,19.9,1615.4,18,5,0.0,10.0,7.0,10,0.0,0.0,0.0,0.0,18159.0,6.8,17816.0,229.0,46,2005.0,1736.0,22.9,1815.9,,,,,,,,,,,,,,,blue
7550,4525977517,1,16,5,6,4,6,1,1,0,0,15836,6.8,18034,216,43,75,-123,21.6,1583.6,14,3,1.0,4.0,6.0,1,0.0,0.0,0.0,0.0,15761.0,6.8,18157.0,254.0,38,-75.0,123.0,25.4,1576.1,,,,,,,,,,,,,,,blue
7551,4457601167,1,89,2,8,5,7,0,0,0,0,16463,6.8,16852,207,37,-185,-1442,20.7,1646.3,14,2,0.0,5.0,8.0,3,2.0,1.0,1.0,0.0,16648.0,7.0,18294.0,228.0,55,185.0,1442.0,22.8,1664.8,,,,,,,,,,,,,,,blue
7552,4500144079,1,24,3,4,7,4,1,1,0,0,15712,6.8,17100,213,51,-418,15,21.3,1571.2,19,5,0.0,7.0,4.0,11,0.0,0.0,0.0,0.0,16130.0,6.8,17085.0,166.0,53,418.0,-15.0,16.6,1613.0,,,,,,,,,,,,,,,blue
7553,4503460732,1,16,1,9,2,9,1,0,1,0,17665,7.4,19246,232,45,3642,2198,23.2,1766.5,81,3,0.0,2.0,9.0,1,1.0,1.0,0.0,0.0,14023.0,7.0,17048.0,199.0,46,-3642.0,-2198.0,19.9,1402.3,,,,,,,,,,,,,,,blue
7554,4527166498,1,17,2,13,5,21,1,1,0,0,19680,7.2,18528,204,44,5397,2928,20.4,1968.0,17,4,0.0,5.0,13.0,5,0.0,0.0,0.0,0.0,14283.0,6.4,15600.0,175.0,38,-5397.0,-2928.0,17.5,1428.3,,,,,,,,,,,,,,,blue
7555,4472131666,1,17,4,5,3,3,0,0,0,0,16400,7.4,18900,255,62,2247,1439,25.5,1640.0,41,4,0.0,3.0,5.0,1,1.0,1.0,0.0,0.0,14153.0,7.0,17461.0,202.0,54,-2247.0,-1439.0,20.2,1415.3,,,,,,,,,,,,,,,blue
7556,4460036381,1,13,1,3,7,3,1,1,0,0,14659,6.2,15944,193,48,-944,-2050,19.3,1465.9,13,1,1.0,7.0,3.0,6,0.0,0.0,0.0,0.0,15603.0,6.8,17994.0,213.0,48,944.0,2050.0,21.3,1560.3,,,,,,,,,,,,,,,blue
7558,4508101367,1,14,2,6,4,5,0,0,0,0,16637,7.0,19339,245,49,1530,2305,24.5,1663.7,25,3,1.0,4.0,6.0,5,1.0,1.0,0.0,0.0,15107.0,6.6,17034.0,216.0,48,-1530.0,-2305.0,21.6,1510.7,,,,,,,,,,,,,,,blue
7559,4485702742,1,15,0,9,2,5,1,1,0,0,18079,7.2,19818,272,52,3854,2379,27.2,1807.9,15,1,0.0,2.0,9.0,1,0.0,0.0,0.0,0.0,14225.0,6.8,17439.0,230.0,41,-3854.0,-2379.0,23.0,1422.5,,,,,,,,,,,,,,,blue
7560,4523826810,1,18,3,5,7,6,1,0,1,0,16407,6.8,18597,217,61,-450,127,21.7,1640.7,19,4,0.0,7.0,5.0,7,1.0,1.0,0.0,0.0,16857.0,7.0,18470.0,223.0,48,450.0,-127.0,22.3,1685.7,,,,,,,,,,,,,,,blue
7562,4496807204,1,70,0,11,5,14,1,0,1,1,19557,6.8,18126,193,44,4238,1418,19.3,1955.7,82,3,0.0,5.0,11.0,4,1.0,1.0,0.0,0.0,15319.0,6.8,16708.0,206.0,36,-4238.0,-1418.0,20.6,1531.9,,,,,,,,,,,,,,,blue
7563,4476131958,1,41,0,6,3,5,0,0,0,0,16495,7.2,18530,232,59,1037,922,23.2,1649.5,33,2,1.0,3.0,6.0,2,0.0,0.0,0.0,0.0,15458.0,6.6,17608.0,238.0,48,-1037.0,-922.0,23.8,1545.8,,,,,,,,,,,,,,,blue
7565,4526014315,1,15,2,2,9,4,0,0,0,0,15074,6.8,16329,225,52,-1673,-1730,22.5,1507.4,13,4,1.0,9.0,2.0,10,1.0,1.0,0.0,0.0,16747.0,7.0,18059.0,215.0,52,1673.0,1730.0,21.5,1674.7,,,,,,,,,,,,,,,blue
7567,4517647905,1,14,3,6,8,7,1,1,0,0,16058,7.0,17515,217,51,-677,-1382,21.7,1605.8,59,5,0.0,8.0,6.0,6,1.0,0.0,1.0,0.0,16735.0,7.2,18897.0,214.0,56,677.0,1382.0,21.4,1673.5,,,,,,,,,,,,,,,blue
